reviews.text,reviews.rating
I'm poor quality. I would not buy this again.,1
This product is satisfactory. It works for now.,3
This product is does the job and it's okay. It works for now.,3
This product is not bad. It works for now.,3
I'm customer service is terrible. I would not buy this again.,1
I'm disappointed with. I would not buy this again.,1
I very happy with. It's exactly what I was looking for.,5
This product is fairly good and as expected. It works for now.,3
I love this product and works great. It's exactly what I was looking for.,5
I'm defective. I would not buy this again.,1
I'm would not recommend and customer service is terrible. I would not buy this again.,1
This product is does the job. It works for now.,3
This product is fairly good. It works for now.,3
I'm regret buying and terrible product. I would not buy this again.,1
This product is average product and acceptable. It works for now.,3
I'm poor quality and broke easily. I would not buy this again.,1
I'm very frustrated and disappointed with. I would not buy this again.,1
This product is neither good nor bad and does the job. It works for now.,3
I amazing value and easy to use. It's exactly what I was looking for.,5
This product is fairly good. It works for now.,3
I'm would not recommend and defective. I would not buy this again.,1
I'm terrible product and stopped working. I would not buy this again.,1
This product is average product. It works for now.,3
This product is as expected and acceptable. It works for now.,3
I excellent quality and great customer service and very happy with. It's exactly what I was looking for.,5
I'm not as described and defective. I would not buy this again.,1
I'm waste of money. I would not buy this again.,1
I perfect fit and fantastic product. It's exactly what I was looking for.,5
I well designed and worth every penny. It's exactly what I was looking for.,5
I'm terrible product. I would not buy this again.,1
I works great. It's exactly what I was looking for.,5
This product is ordinary product. It works for now.,3
This product is as expected and middle of the road. It works for now.,3
This product is does the job. It works for now.,3
I love this product and excellent quality and perfect fit. It's exactly what I was looking for.,5
I well designed and works great. It's exactly what I was looking for.,5
I'm regret buying. I would not buy this again.,1
I'm cheaply made and poor quality. I would not buy this again.,1
I perfect fit and well designed. It's exactly what I was looking for.,5
I best purchase and love this product and very happy with. It's exactly what I was looking for.,5
I excellent quality and easy to use. It's exactly what I was looking for.,5
I amazing value and exceeded expectations and very satisfied. It's exactly what I was looking for.,5
I worth every penny. It's exactly what I was looking for.,5
I'm not as described and broke easily. I would not buy this again.,1
I'm regret buying and waste of money. I would not buy this again.,1
This product is acceptable. It works for now.,3
I'm customer service is terrible. I would not buy this again.,1
This product is as expected and average product. It works for now.,3
I'm terrible product and defective. I would not buy this again.,1
I fantastic product. It's exactly what I was looking for.,5
I easy to use and fantastic product and amazing value. It's exactly what I was looking for.,5
This product is not bad and neither good nor bad. It works for now.,3
I works great and exceeded expectations and excellent quality. It's exactly what I was looking for.,5
I'm terrible product. I would not buy this again.,1
This product is middle of the road. It works for now.,3
I highly recommend and exceeded expectations and very satisfied. It's exactly what I was looking for.,5
